-7.42143e-01,-7.59580e-01,-1.04136e+00,2.18456e-01,6.41624e-01,9.73355e-01,-1.41691e+00,1.00000e+00,0.00000e+00,1.00000e+00,1.00000e+00,0.00000e+00
-1.09587e-01,-9.50738e-01,-3.50658e-01,-1.23170e+00,6.41624e-01,-1.02737e+00,-9.61432e-01,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,0.00000e+00
-1.68579e+00,-6.64000e-01,-6.96007e-01,6.02712e-01,6.41624e-01,-1.02737e+00,-1.29771e-01,1.00000e+00,0.00000e+00,1.00000e+00,0.00000e+00,0.00000e+00
-6.59185e-01,1.53432e+00,1.37609e+00,-1.23170e+00,6.41624e-01,-1.02737e+00,-6.17892e-01,0.00000e+00,0.00000e+00,1.00000e+00,0.00000e+00,0.00000e+00
-1.39544e+00,-5.68421e-01,1.72143e+00,9.92006e-01,6.41624e-01,9.73355e-01,4.75492e-01,1.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
-5.96966e-01,-5.68421e-01,-1.73205e+00,3.04612e-01,6.41624e-01,-1.02737e+00,1.73564e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
-7.42143e-01,-1.04632e+00,3.40039e-01,1.17588e+00,6.41624e-01,-1.02737e+00,7.94829e-01,1.00000e+00,0.00000e+00,1.00000e+00,0.00000e+00,0.00000e+00
-1.55099e+00,-1.86105e-01,-3.50658e-01,-1.23170e+00,-1.55854e+00,-1.02737e+00,-1.52735e+00,0.00000e+00,0.00000e+00,1.00000e+00,1.00000e+00,0.00000e+00
8.54803e-01,-1.42863e+00,-6.96007e-01,1.36095e+00,6.41624e-01,9.73355e-01,-1.57714e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
-3.48091e-01,-4.72842e-01,-1.73205e+00,8.70237e-01,6.41624e-01,-1.02737e+00,1.45212e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,0.00000e+00
7.30365e-01,1.53432e+00,-6.96007e-01,-5.26685e-01,6.41624e-01,-1.02737e+00,-5.95710e-01,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
5.12600e-01,-9.50738e-01,1.03074e+00,-1.23170e+00,-1.55854e+00,9.73355e-01,9.08918e-01,0.00000e+00,1.00000e+00,1.00000e+00,1.00000e+00,0.00000e+00
1.66365e+00,-3.77263e-01,6.85388e-01,-1.23170e+00,6.41624e-01,9.73355e-01,-1.74183e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
